COU,Country,MEAS,Measure,SMALL_SUBNATIONAL_REGION,Small subnational region,VAR,Variable,YEA,Year,Unit Code,Unit,Value
AUS,Australia,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,915.3531
AUS,Australia,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,1845.9855
AUS,Australia,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,930.6324
AUS,Australia,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,1583.1162
AUS,Australia,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,12.93505263
AUS,Australia,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,26.08602036
AUS,Australia,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,28.81843181
AUT,Austria,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,348.3657
AUT,Austria,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,614.2239
AUT,Austria,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,265.8582
AUT,Austria,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,20.49838215
AUT,Austria,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,36.14189408
AUT,Austria,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,12.98234187
AUT,Austria,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,26.38165411
BEL,Belgium,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,653.4279
BEL,Belgium,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,1101.4146
BEL,Belgium,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,447.9867
BEL,Belgium,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,653.5656
BEL,Belgium,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,19.34344336
BEL,Belgium,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,32.60520546
CAN,Canada,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,1851.1956
CAN,Canada,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,4104.5517
CAN,Canada,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,2253.3561
CAN,Canada,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,2146.6098
CAN,Canada,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,19.87799807
CAN,Canada,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,44.07436511
CAN,Canada,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,20.18416009
CAN,Canada,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,29.95474114
CZE,Czech Republic,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,289.638
CZE,Czech Republic,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,586.6965
CZE,Czech Republic,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,297.0585
CZE,Czech Republic,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,470.8737
CZE,Czech Republic,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,12.23272976
CZE,Czech Republic,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,24.77886097
CZE,Czech Republic,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,11.17867421
CZE,Czech Republic,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,24.82390073
DNK,Denmark,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,326.2212
DNK,Denmark,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,12.96765758
DNK,Denmark,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,30.15355065
DNK,Denmark,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,15.21310916
DNK,Denmark,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,21.95092853
FIN,Finland,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,163.8162
FIN,Finland,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,414.8217
FIN,Finland,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,251.0055
FIN,Finland,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,147.4182
FIN,Finland,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,21.77449358
FIN,Finland,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,55.13821249
FIN,Finland,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,27.39795332
FIN,Finland,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,24.37016924
FRA,France,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,3466.4643
FRA,France,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,6877.9494
FRA,France,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,3411.4851
FRA,France,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,4240.4796
FRA,France,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,16.81654854
DEU,Germany,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,2365.1172
DEU,Germany,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,4709.3229
DEU,Germany,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,3588.8058
DEU,Germany,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,12.6162586
DEU,Germany,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,25.12096886
DEU,Germany,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,11.10382321
DEU,Germany,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,23.67633531
GRC,Greece,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,296.4996
GRC,Greece,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,534.5901
GRC,Greece,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,238.0905
GRC,Greece,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,338.5098
HUN,Hungary,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,402.4656
HUN,Hungary,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,794.4165
HUN,Hungary,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,17.14992029
HUN,Hungary,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,33.85178671
ISL,Iceland,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,3.771
ISL,Iceland,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,7.1289
ISL,Iceland,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,3.3579
ISL,Iceland,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,0
ISL,Iceland,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,19.02815622
ISL,Iceland,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,35.97184378
ISL,Iceland,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,14.2350248
IRL,Ireland,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,180.936
IRL,Ireland,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,160.3179
IRL,Ireland,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,19.60935335
IRL,Ireland,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,46.91848556
IRL,Ireland,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,31.92123047
ITA,Italy,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,1846.2114
ITA,Italy,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,3357.5364
ITA,Italy,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,1511.325
ITA,Italy,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,1882.2213
ITA,Italy,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,17.16070739
ITA,Italy,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,31.20861441
ITA,Italy,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,11.99028867
ITA,Italy,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,21.20539655
JPN,Japan,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,2790.0927
JPN,Japan,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,4809.4983
JPN,Japan,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,2019.4056
JPN,Japan,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,2350.2222
JPN,Japan,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,11.63025424
JPN,Japan,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,20.04796758
JPN,Japan,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,7.540709637
KOR,Korea,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,976.0743
KOR,Korea,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,1852.0938
KOR,Korea,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,876.0195
KOR,Korea,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,35.09841551
KOR,Korea,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,66.5989851
KOR,Korea,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,23.31675725
LUX,Luxembourg,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,24.0417
LUX,Luxembourg,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,46.9674
LUX,Luxembourg,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,22.9257
LUX,Luxembourg,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,16.07618933
LUX,Luxembourg,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,31.40613246
LUX,Luxembourg,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,13.20679393
LUX,Luxembourg,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,33.95109997
MEX,Mexico,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,3530.6676
MEX,Mexico,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,6870.0429
MEX,Mexico,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,3339.3753
MEX,Mexico,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,2736.5076
MEX,Mexico,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,46.00352036
MEX,Mexico,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,89.51456049
MEX,Mexico,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,29.80136371
MEX,Mexico,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,55.41430364
NLD,Netherlands,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,811.6065
NLD,Netherlands,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,1361.3499
NLD,Netherlands,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,549.7434
NLD,Netherlands,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,23.48562348
NLD,Netherlands,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,39.39366081
NLD,Netherlands,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,12.88250153
NZL,New Zealand,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,115.6752
NZL,New Zealand,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,0
NZL,New Zealand,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,14.93545354
NZL,New Zealand,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,27.48332766
NZL,New Zealand,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,10.91732248
NZL,New Zealand,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,0
NOR,Norway,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,210.9996
NOR,Norway,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,543.6729
NOR,Norway,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,332.6733
NOR,Norway,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,202.3146
NOR,Norway,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,29.0078109
POL,Poland,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,1090.7082
POL,Poland,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,2555.7651
POL,Poland,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,17.906252
POL,Poland,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,41.95821937
POL,Poland,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,20.39922987
PRT,Portugal,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,732.7233
PRT,Portugal,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,1168.6914
PRT,Portugal,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,435.9681
PRT,Portugal,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,431.8083
PRT,Portugal,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,33.2348159
PRT,Portugal,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,53.00942869
PRT,Portugal,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,14.84192601
PRT,Portugal,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,24.3563515
SVK,Slovak Republic,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,139.3407
SVK,Slovak Republic,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,268.5303
SVK,Slovak Republic,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,129.1896
SVK,Slovak Republic,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,255.4884
SVK,Slovak Republic,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,11.02511972
SVK,Slovak Republic,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,21.24704919
SVK,Slovak Republic,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,9.206861916
SVK,Slovak Republic,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,25.33704511
ESP,Spain,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,1406.691
ESP,Spain,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,2471.7123
ESP,Spain,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,1065.0213
ESP,Spain,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,1392.3702
ESP,Spain,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,23.7986116
ESP,Spain,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,41.81680342
ESP,Spain,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,30.81527899
SWE,Sweden,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,295.2819
SWE,Sweden,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,668.6739
SWE,Sweden,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,373.392
SWE,Sweden,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,13.84966726
